timestamp,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30
2024-01-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 23:00:00,,,,,,,,,,,,,,,,,,22.980867536043668,,,,,,,,,,,,
2024-01-02 00:00:00,,,,,,,,,,,,,,,,,,13.503931640277838,,,,,,,,,,,,
2024-01-02 01:00:00,,,,,,,,,,,,,,,,,,9.953568847958866,,,,,,,,,,,,
2024-01-02 02:00:00,,,,,,,,,,,,,,,,,,19.00563498000656,,,,,,,,,,,,
2024-01-02 03:00:00,,,,,,,,,,,,,,,,,,17.970837505371797,,,,,,,,,,,,
2024-01-02 04:00:00,,,,,,,,,,,,,,,,,,30.957116722809403,,,,,,,,,,,,
2024-01-02 05:00:00,,,,,,,,,,,,,,,,,,39.69929420075312,,,,,,,,,,,,
2024-01-02 06:00:00,,,,,,,,,,,,,,,,,,73.82499605292526,,,,,,,,,,,,
2024-01-02 07:00:00,,,,,,,,,,,,,,,,,,92.45379339141715,,,,,,,,,,,,
2024-01-02 08:00:00,,,,,,,,,,,,,,,,,,121.20652446767598,,,,,,,,,,,,
2024-01-02 09:00:00,,,,,,,,,,,,,,,,,,86.48032151362699,,,,,,,,,,,,
2024-01-02 10:00:00,,,,,,,,,,,,,,,,,,99.23920260700612,,,,,,,,,,,,
2024-01-02 11:00:00,,,,,,,,,,,,,,,,,,64.60382474053915,,,,,,,,,,,,
2024-01-02 12:00:00,,,,,,,,,,,,,,,,,,62.69749376450021,,,,,,,,,,,,
2024-01-02 13:00:00,,,,,,,,,,,,,,,,,,59.16774679415885,,,,,,,,,,,,
2024-01-02 14:00:00,,,,,,,,,,,,,,,,,,64.48874275368782,,,,,,,,,,,,
2024-01-02 15:00:00,,,,,,,,,,,,,,,,,,75.18003390961424,,,,,,,,,,,,
2024-01-02 16:00:00,,,,,,,,,,,,,,,,,,91.2220440967403,,,,,,,,,,,,
2024-01-02 17:00:00,,,,,,,,,,,,,,,,,,93.50355508683145,,,,,,,,,,,,
2024-01-02 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-02 19:00:00,,,,,,,,,,,,,,,,,,111.50129275578875,,,,,,,,,,,,
2024-01-02 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-02 21:00:00,,,,,,,,,,,,,,,,,,32.3221894833504,,,,,,,,,,,,
2024-01-02 22:00:00,,,,,,,,,,,,,,,,,,23.175219488160458,,,,,,,,,,,,
2024-01-02 23:00:00,,,,,,,,,,,,,,,,,,22.14670460018391,,,,,,,,,,16.16416709762222,,
2024-01-03 00:00:00,,,,,,,,,,,,,,,,,,11.250817586747278,,,,,,,,,,10.205284705680059,,
2024-01-03 01:00:00,,,,,,,,,,,,,,,,,,12.70789113551152,,,,,,,,,,9.358986138522482,,
2024-01-03 02:00:00,,,,,,,,,,,,,,,,,,17.280184834343792,,,,,,,,,,11.686643874173411,,
2024-01-03 03:00:00,,,,,,,,,,,,,,,,,,23.36047878989307,,,,,,,,,,19.795961992369783,,
